1891,Violeta
1982,Violette
1580,Virginia
1101,Vivian
1404,Viviana
1260,Vivienne
340,Wade
206,Walker
914,Wallace
274,Walter
341,Warren
601,Watson
1738,Waverly
103,Waylon
773,Wayne
545,Wells
992,Wes
98,Wesley
843,Wesson
772,Westin
750,Westley
104,Weston
1942,Whitley
1934,Whitney
431,Wilder
947,Will
1349,Willa
5,William
998,Willie
1048,Willow
655,Wilson
1770,Winnie
408,Winston
1315,Winter
1361,Wren
1898,Wrenley
29,Wyatt
1375,Wynter
187,Xander
92,Xavier
1129,Ximena
1606,Xiomara
975,Xzavier
880,Yahir
1988,Yamileth
1651,Yara
1846,Yareli
1505,Yaretzi
1975,Yasmin
844,Yehuda
708,Yosef
864,Yousef
570,Yusuf
520,Zachariah
135,Zachary
889,Zahir
1589,Zahra
669,Zaid
513,Zaiden
573,Zain
1959,Zainab
522,Zaire
905,Zakai
280,Zander
259,Zane
1730,Zaniyah
1215,Zara
1861,Zaria
1460,Zariah
1697,Zariyah
881,Zavier
776,Zayd
185,Zayden
1661,Zaylee
310,Zayn
397,Zayne
924,Zechariah
676,Zeke
1559,Zelda
1976,Zendaya
921,Zev
1991,Zhuri
144,Zion
1041,Zoe
1032,Zoey
1963,Zoie
1935,Zola
1877,Zora
1919,Zoya
1236,Zuri
968,Zyair
447,Zyaire
